,contrato_id,quantidade_campanhas_total,engajamento
1345,1779daaccdf2eeae11b99cf25b71cdab,12.0,0
1346,177a2d22a8037b8390bd5a7da0a3f6ac,,0
1347,177d3b28ee7c3631c8859dd18db780c9,14.0,439
1348,177d664b59e964be270faf9b8c18f6f2,10.0,0
1349,1783fd899e4731b132746b1266de0bc5,11.0,14
1350,17846b451d7641eb839d35888f3b85b2,19.0,5
1351,1784cb6647dfbc1566d2d83c37d5c103,45.0,276
1352,178a069a3438023d332a1db0bf28d0b6,,0
1353,178a8c047f3087c0e6b56abd28a8ab96,11.0,0
1354,178bbf4830565bb48368cb0a189b6c55,,0
1355,178d1bff4feb2239c0426b562e0a9a1a,11.0,0
1356,178e05ba9561bb621416ce86166e8c73,33.0,0
1357,178ee9615c11f8e307217c65d5e81d79,4.0,0
1358,1793316f9f69ff51b15aa7aee36129f4,4.0,0
1359,1798d0eff2161df03161dc824cd74e12,4.0,14
1360,179942ed3e993bcb53a44c2fd4b9ca87,40.0,14
1361,179e344b7c9c4e6117d6af90061353e1,3.0,0
1362,17a3e6580195ceaeb58fc79de405c53e,7.0,0
1363,17a7623ef777974d6aab3522af9db6db,10.0,0
1364,17abe2d69e55088312f2d8cc21e24aed,2.0,0
1365,17c074736280a8f8a30b48e71e195755,,0
1366,17c56360cc24a9cb8f48c1643aa50275,2.0,0
1367,17ca8d8bdc2ecd4e7a5872fc7b2ce666,41.0,0
1368,17ccc4a2106a9d4feb18d485ac964abd,1.0,0
1369,17d5f3ca8d06fc62687e89473ad5c736,7.0,0
1370,17d73cc4d59df744e8f8ee4358e16bdc,2.0,0
1371,17eeeb0217bdefc1ccf85ef47c5ceb31,2.0,0
1372,17f26ef2c187dcf03ea45882253a90eb,,0
1373,17f47958b17e48b82f7e5b741d272447,,0
1374,17f79179a97e858560717723508fce43,13.0,236
1375,17f9c6d5f1b08a3e43f552a56b7ba296,2.0,0
1376,1800d2f6c35a667e85e176e247dd9f7a,5.0,0
1377,1801f8f049d72dc1942a4e8174925589,,0
1378,180379bdea5ae9d7c86743b6c6db5cf5,22.0,0
1379,18079bbc39150e59e5c5372ecf63afab,23.0,224
1380,180b291a2f35900e72a927b2f7160584,21.0,258
1381,1813bfa32a29626532b5133ffe9613ac,17.0,0
1382,1816ab2bcc30ebf7fcb4bdcd40b7f905,4.0,0
1383,182126bd25f5b94fba3d4452732d0bf7,29.0,7
1384,18224534bd681ef876d98ca81cf108b4,,0
1385,1822c87600ed242ae0a389ce43ef512c,18.0,0
1386,1829329222ef65d79012b9606a038fab,2.0,0
1387,182ad1039c6d0967244e7d75d8d5eeeb,,0
1388,182b39e361a5f412500fac6051095bec,,0
1389,182bdf0296d732b2f3bb5f29727d3120,14.0,284
1390,1830479eb5abacb2487b0b431f16e984,3.0,0
1391,1834691246314a84c638e555d0ee73f7,1.0,0
1392,1835e63c6e7c71bd61499782463a7feb,,0
1393,1835fbbd78d25cf8e76346c4baf7fad8,1.0,0
1394,1839f3ed251fa1eea75d285f346fe580,11.0,0
1395,183d3fdcda7dba316812001ff05753ca,4.0,0
1396,184680f64c60035304a7c38b12218eaa,16.0,0
1397,184fd74c2acb1eb3f983a9a1442ad86f,,0
1398,185385ae2b4d5095cd74df7f97ca1d8f,20.0,70
1399,185990903e30e88cb6a37fccab9f3dfe,1.0,0
1400,185ff7b1c933438a0bca1038dd4a8f37,22.0,0
1401,1862e0fb63753c8ee6ce2549b2c99791,15.0,236
1402,1865b0ae49a37b7688805704b0d11f6a,12.0,0
1403,18677fa7e1af13c2ae18d8873aa2aa62,,0
1404,1874feeab5a167e145cf7f2074dd4b85,5.0,0
1405,187cfedcf55af9c599fdf557e3b882c6,11.0,0
1406,18805cb4d2c0e89570dd300827cf2ee6,14.0,230
1407,1881825842c30bc0c121f36b445a12e4,1.0,0
1408,188c0231a6626ffa15646d5202cea9c2,43.0,123
1409,18916c2ffd5ac1cad81449d4d40506d2,10.0,0
1410,18a073aec1d5c28fbfcf279762ab023d,7.0,0
1411,18a199ee1eb22f189edae82a02ea8057,10.0,202
1412,18a43a3deef787eb47c95508e260a6d7,10.0,0
1413,18a5d45cde7cb050dd1e738b0c7dae0d,9.0,390
1414,18abc21988ca89efd4a02db36784c61d,59.0,0
1415,18b25739f15353b2dc94bde5fe3ac4a3,17.0,0
1416,18b332d6c9c2f84a46efb50fac15060a,,0
1417,18b8d36429637fafcaf1484074814ec3,,0
1418,18c02b77f3eb2a15209c7990403a199d,35.0,31
1419,18c4f7f63f09715e6d62efdf12b85d58,,0
1420,18c62620346aef8e25b05d026ea9c75b,14.0,0
1421,18d212cae3d51b2c8da8d32f92175fcd,43.0,18
1422,18dca20f96f8454078fa5ebb9298f157,19.0,327
1423,18dd87226259235306cd6547deb2ec59,1.0,0
1424,18eddf539e1c4ce306abf5a5c41d5396,3.0,0
1425,18fe71efdd5b17fa7cf3e8af8c003dca,18.0,0
1426,1901684bea8e9a886b653f2357c2af50,29.0,18
1427,19038b56799f9fbb246555dba83328c9,31.0,6
1428,19050687612a6d487e06694a6c077e40,2.0,0
1429,190b07fb0318e4683ef485a2f95b5a6a,29.0,70
1430,1911a0fed453b07e248fca8c745e0ba4,4.0,0
1431,19176bec4c9cf8267e17a2e38e1c8b17,2.0,0
1432,191a580c574f20934ab7ac5f4b66823d,3.0,0
1433,1920de523786acb3c6a2ecc814eb9d32,16.0,279
1434,19223a0a07831578901fed54c22d7784,3.0,0
1435,19258561c76e6dd04a7ab3be01bea5b5,19.0,0
1436,1926397342c089d9c75844c861b19054,3.0,0
1437,1926cc4450bb752741d4abfecfae9913,8.0,0
1438,192773fd25d77d9f8166307386857298,13.0,6
1439,19278367aab85808675817878db7fc42,,0
1440,192b144b52404665717358771f76a471,1.0,0
1441,192b5575ec827ff615fbf1f0e83273f5,25.0,45
1442,1935563b57a5aa029b85464c86f622f3,39.0,70
1443,1937c23d9d03cffa91d7c020a66d31fa,36.0,35
1444,193bc14f94fbe79e4963786ecb328c4a,5.0,0
1445,193c8b3e5bee3940a569553b0be471d1,,0
1446,194642694dd639b75d805af2c6e9e0b9,48.0,75
1447,19478b6baa9ece0ff2e35bcd61d971b8,,0
1448,19554f1800736a281508fb6ef8d4bfdb,24.0,0
1449,195779a5a9e1d338ffd8a415c3955b37,1.0,0
1450,195af849bece6cb7d3bdc8cd386abae9,22.0,0
1451,19620b57d6f1221aec464005cfc77cd1,52.0,0
1452,1968c12af89cf2f49031b1b4bb301ff4,3.0,0
1453,197273b5abcd102344fdddd318d6f5ea,19.0,84
1454,197663e61201f88903c759969469ae50,6.0,0
1455,197fc60f0a2220c261c0bca5b967473a,6.0,0
1456,19816822cc487481a482c986ed207574,6.0,0
1457,198f539b00af37d11276f2ba8a115190,11.0,28
1458,199d890c474f38761ae8d9a18661b2e5,16.0,333
1459,199ff193ce2f44ac91bc2c1c40bd9700,1.0,0
1460,19a15d2e814223a22b1b02aede96bf6d,1.0,0
1461,19a8687030e5598242d648bb1cea7585,22.0,0
1462,19a8d8741acd969c02f953d1ffb7d3bd,2.0,0
1463,19a8fc86017d7b1e36cde8e4ff27e27f,2.0,0
1464,19abee67914f7fd9327a79c1058865eb,5.0,0
1465,19afea07d1f35cdd1a484e83e4cf440a,14.0,210
1466,19b524de5cc0baa2f37d9c56f5d0d889,,0
1467,19bc4de76bdee697f6fa0acb08f149b1,1.0,0
1468,19c98274a0fc6719570554d1ebd046c2,17.0,200
1469,19ca2811b69d65a8ee79921447721a08,27.0,0
1470,19d50518ff1c5cbf8549252f3bdb9e47,,0
1471,19d51ad2dd10c4fca8a4ed2e6fb0b271,22.0,0
1472,19da0071fd5b87f5a05a9404fc774f0e,6.0,0
1473,19ddb01ada9ce43c396360a45a2f452c,2.0,0
1474,19dfcda26ebd20e9aca6058d3c547517,,0
1475,19e044edf0cac1447ad4ae866cdf8087,7.0,0
1476,19e525ab57255ff77bae15df4365d3c2,23.0,0
1477,19e79e2d076f66c8f60253f25271b95b,1.0,0
1478,19e8d4d15c4d0516497440720c4f4b88,,0
1479,19e9539d91a86c6f4606854286267cb3,1.0,0
1480,19e9ac04cae8fe3d3ee2539db0365092,12.0,0
1481,19eb7499ffd6eaf347e1800a75e6579e,11.0,0
1482,19ed61559f7c2f81c24a358bedf1d9bf,,0
1483,19f0c468381d17004637a9c27ab23c65,1.0,0
1484,19ff123d2a664a13556687610e78703b,3.0,0
1485,19ffc6b31860438c2ce4ad97e83b2cb1,,0
1486,1a0285894c3b5b638481d4dee3e6d5f1,9.0,0
1487,1a038ab37311d8f3ef3a0136c576de9f,3.0,0
1488,1a03f2a9577e561bd5fe65a0d140fe5d,22.0,0
1489,1a06fb7a0a6e8f1a5d3a6551fa9bc9a0,1.0,0
1490,1a0fbcbd8ce044a5416de796665a0c83,16.0,0
1491,1a118f062722b139bb5e13ce96d86e6c,,0
1492,1a119d970e227bb69df8efdc09e2dfb8,,0
1493,1a1651a8beb60e1422cf129f714cb800,2.0,0
1494,1a22fb542bb94aacd67e82aecdd60077,25.0,110
1495,1a253701b34b3e1def5d9fc2dda57626,5.0,0
1496,1a26475f8f273867d626d6033cec1be0,3.0,0
1497,1a26bb010a9d3aa5827c395d7b440731,24.0,193
1498,1a2f899ece4a699b0262019ba575a541,1.0,0
1499,1a3047206516718d98a20616d995c4e1,3.0,0
1500,1a3313869a431570def74811441e9f46,18.0,0
1501,1a380c311f16b356a94095bbf54590e3,3.0,0
1502,1a3b39f2a4cccd5a98dfbea6df685518,21.0,126
1503,1a4242b26739c82e03f13238fa697b88,21.0,0
1504,1a4762f4f34a8629b8795fa3e3dd25ce,2.0,0
1505,1a4b802ed227a1b9faccb7fbf0547d95,46.0,98
1506,1a519331fdfb78f28ec91d4f6d635441,,0
1507,1a51ddaa551e1e27836e4d000744d7f9,17.0,119
1508,1a549768412e060d1a29e81a465862a0,14.0,0
1509,1a56c38f427c1a34388798a05f12f070,2.0,0
1510,1a593bac66519c875c81ac798fa0d8e9,3.0,0
1511,1a5b2aad884dc4d1b1b3c628a085b8cc,9.0,138
1512,1a6415e5a6e9dc54c33526fb629d79f7,30.0,18
1513,1a6893b96dbcb4f04560d96ddae3b07f,6.0,0
1514,1a68bf35f1a3d0bedc80f9ec8a4002eb,16.0,238
1515,1a69682364e7da5496bb83af10201bb1,37.0,4
1516,1a7640592793fc1f3527605f0eeafbdf,13.0,385
1517,1a7c5070268363a4e78b32af84781892,51.0,7
1518,1a8495c0473bacf8a17867f78ed42386,14.0,0
1519,1a8c2a81da22cb09cb363dcaf89d903f,11.0,0
1520,1a9074f061f38c097baffe1e988a7893,10.0,0
1521,1a9539e8fc739457b2f3407a6429d085,27.0,4
1522,1aa032522eea70d95a1637d783350c23,22.0,28
1523,1aa60b8ff66dccd4dd922d244a49d6af,3.0,0
1524,1aa7117feca60a280f8404c3f5ec3d50,62.0,4
1525,1aab2ad332066b525073698d8ca4687c,4.0,7
1526,1aadb77ee2f36c3a93ddc187ffc743eb,14.0,0
1527,1ab5cbe5df70322bde4210c899399f5a,1.0,0
1528,1ab71fc9f0fad44a8ce9ae7fd3167d62,7.0,0
1529,1ac0fe7a2931156ba5b61b45b27f6b72,1.0,0
1530,1ac3fd58f209768e1ed7b8ee00d335ef,4.0,4
1531,1ac67eceb6e9020d0058b57d12768a9d,43.0,27
1532,1ac69c28dc7a1de378fa96fc35db60df,1.0,0
1533,1acad684048f7bdd064d952ae18180c5,1.0,0
1534,1acaf8b3a9181518dc7282d161d61614,2.0,0
1535,1acb54c9c1703fb34ebd01486bf13ab1,15.0,0
1536,1acbf57203e577d757ea2e944a70c31f,,0
1537,1ad3213b5b4a1bc58995cfa20972f221,20.0,14
1538,1ad689039e8d5a7cee06426ea2964f28,9.0,0
1539,1ad723e9157ffb205e491e02648974d3,5.0,0
1540,1adb020be488096a5ae3a704e45e624a,25.0,0
1541,1adb878e57220f34c81a29d8f6b7890d,49.0,47
1542,1ae1b086eb7e3665cc96247bd5630f48,18.0,0
1543,1ae2cf2811701977c07cd2d5d5c60f35,11.0,0
1544,1ae45536cac969e394196cc51297c722,12.0,0
1545,1ae82985946e800867480bdfb41cee75,30.0,0
1546,1aeefd63096c44e0240b6d0adc675f2e,35.0,145
1547,1af453db110f994d59a901d7df2750d2,15.0,277
1548,1b03d30adf6e6c6b89dd34747a175582,1.0,0
1549,1b10e8b8bc591e748955664ae7474920,13.0,278
1550,1b1357e6a341f159c23ccb023411108e,15.0,255
1551,1b169962a18401345d09f02fa68c1407,13.0,0
1552,1b19ec85ee9c153de6489b7c9dc89d9d,59.0,24
1553,1b1e7a0972687fc15a7866e986d6eb0e,20.0,60
1554,1b1efe61e384369235f25702024422c3,35.0,0
1555,1b21f5dc665c88bd5ea17eed290356db,2.0,0
1556,1b2714204d08ef97d68cbeb9c7b0d083,5.0,0
1557,1b293dece9b9bd5fa5e011ba5e832493,1.0,0
1558,1b334c1c59f018b0b38aec94f0e1720d,24.0,152
1559,1b3a7dbe7ddb4e695f8ba8dbb2018270,34.0,81
1560,1b3d13264d7f0298e794836a24943965,5.0,0
1561,1b40e257a4269e37a22f0925f8baf4d0,25.0,0
1562,1b4d0bba01dbf5c5c60165fa305feed1,,0
1563,1b4f4f7701418cd154d990e0000b3752,12.0,0
1564,1b59336cf019eaa0640db5f4b10cba1e,13.0,0
1565,1b5a56e8968de14af0f189b8cc06ff24,18.0,0
1566,1b68c712bf54fb5a2590102817f20503,27.0,32
1567,1b6d7a07e136248fde6a30cec4d98e1f,9.0,161
1568,1b710ef94096777eaa82cdb913e041ad,1.0,0
1569,1b77690f9f4d9ff0ce03598be125cc68,16.0,234
1570,1b7b8256d596de974520d68fb6a14c2c,6.0,0
1571,1b86441e60c4c4e66e4369fd66a0c092,,0
1572,1b869776c10aeddcc24bf1a9518cb8e4,62.0,11
1573,1b8e6ac098e35473e580cfb6d3f01d37,16.0,0
1574,1b8f14277ef38a2fb8c755b25f1e11e7,63.0,0
1575,1b90df82e930194019013f775b787c3a,,0
1576,1b932b66a00122a81cf099348901c4fe,4.0,0
1577,1b992e3249d298b57e1283867e281ce9,3.0,0
1578,1b9dc5424e080e66b918af3ff7c170f1,23.0,0
1579,1b9f4b28f4e5660f5dca6bec39fc339d,37.0,0
1580,1ba275e598384459c44ae58f74d067d8,,0
1581,1ba6edcebe1c6abc51ad71eff7f0bbad,5.0,0
1582,1bad3c9fb292bf8e544d3cc2ab822efd,17.0,0
1583,1baee3026760b644072fb2be29fa7c51,3.0,0
1584,1bbb3e61b04f18f6b08a8cc111fba96c,49.0,96
1585,1bbc814bc6e84e1006bcd9661387f933,,0
1586,1bbd605156101f08c5ae4e422b408ab6,11.0,33
1587,1bc0e661e4b0fb075f236b68eb193708,34.0,35
1588,1bc3de2176e5325df5785ac487ad8379,30.0,34
1589,1bc998118c397a023d333533b46a729e,,0
1590,1bce1cef936d2238a33611b8c418d2db,13.0,32
1591,1bcfdade84d9d5aba947c4936cbb1a6f,21.0,123
1592,1bd031174045ab8e8ab15d9b2cff43bb,27.0,0
1593,1bd27b7eaccd5098981edceb43dc2b5b,10.0,0
1594,1bd314018382f5c19f239a22a5b1b62e,1.0,0
1595,1bd9bcb4afd39947f17927ed496e1731,20.0,264
1596,1bdd5e1fb4ed4577995f1efb53a1bec9,25.0,5
1597,1bdeeb501729e877f714eb343994daf2,2.0,0
1598,1be7bc577e422ebb34297e7fd1de111d,21.0,45
1599,1be8d8ad82d597724a87472709c2267c,2.0,0
1600,1bf5bb504acbae76d351d1fe106e2d96,31.0,5
1601,1bf693099313dee8f0b1f0371e2cea49,2.0,0
1602,1bf9aacbe850d79be892bd5eb725fe1d,1.0,0
1603,1c066b09d839c154295f20dceb6a223c,,0
1604,1c14fb0f7ba7272b402a1c4bb048bf3d,,0
1605,1c167b070914a584e53ffdfafeab91f9,18.0,263
1606,1c1c51a8571ae7c84f680ea8eafd3928,70.0,0
1607,1c2654a7545d07ed88a452a24c5330aa,5.0,0
1608,1c2d9e193f82227fbbd9d36f69a28d97,20.0,0
1609,1c31b3ec09a3a11920d45065aa2617b4,4.0,0
1610,1c32d5fb16bcb9eb568cd9abbed87ad3,1.0,0
1611,1c3787f4b9f6a0fe71b52fb0678edfed,,0
1612,1c39111e30337247e511bb017e762808,19.0,0
1613,1c3e4f884133e953cc023ffd622170e3,7.0,0
1614,1c3fd7a64a366842acb654b7ab06aeb0,15.0,0
1615,1c4870f73dd2188096c82f29e0be330d,28.0,161
1616,1c48cbeb8113e283dcb19cba313bb86b,17.0,12
1617,1c511cf1ff313ab2ab93cad034c060be,37.0,12
1618,1c55d0dd48e5f6777d7473de473d6796,,0
1619,1c564dbdbae5859dbf4711a22484c3e7,1.0,0
1620,1c591a99cb99fb00d6829da969184558,22.0,158
1621,1c59b6e4153cd3f9cb0a58cd493581b6,3.0,0
1622,1c61c01a1973dbdc77c71125ab8843d3,16.0,251
1623,1c6ded5ebd0202ed813c027467633de2,43.0,13
1624,1c6ff4db5db70b66dc1cc4bf027801db,9.0,0
1625,1c6ffd773cfa3b2e8230b6d4c1fbc9e9,28.0,0
1626,1c70276678fbd8ab164fd489b36e7e1a,,0
1627,1c71d0ae6cbdb87157272a97c1567275,,0
1628,1c72c38921b5b6b00ca61380bdb2c998,,0
1629,1c743abfcb72c2cb9f9e65cc0a8e8ca1,16.0,389
1630,1c76005e429a1f36f187bd299dce3845,,0
1631,1c785a5e69a430b91d39c2fd0543aeef,,0
1632,1c7bb01893536751182b914705c653ea,1.0,0
1633,1c87d9998c4227aaaf3349cd4e74d525,,0
1634,1c8a37ed0aac30499c9d836d3b9101e7,1.0,0
1635,1c9655ffe76d95d5f83106fcf76bc6d6,,0
1636,1c969a23d06e817e7570d28949677edb,5.0,0
1637,1c994bfc510de1c7240662713ee5280d,8.0,0
1638,1ca0e243c55e2c39691ca955c29db6d0,31.0,0
1639,1ca11f7335cf8d76bb97c673773fd0f9,2.0,0
1640,1ca2931b85ea8ab5bed7c26b669b2a33,4.0,0
1641,1ca3abfcd2292dd372ad2e72e961dbc8,11.0,273
1642,1ca3cd0b638cf9dec971a71eda3741d0,12.0,0
1643,1caea4e454252ac526ab65febeb08f84,,0
1644,1cb12a9ffb7ea93989b5f61a132d5f43,11.0,0
1645,1cc14df9b587a9573d36df98658cef4c,,0
1646,1cc39861f6a39c66070afc0b9ad5dc0f,7.0,0
1647,1cc53d3bc3e1bed3b201a0062e3f2682,12.0,173
1648,1cc9fa77da1ecf6d1257837922b52d22,,0
1649,1cdbe16c104d17c9e25ee8623762241d,27.0,0
1650,1cde391d369a5a1fe0a17cea803b1da6,11.0,0
1651,1ce0bf4227c7774d1b9c49a1df627877,19.0,203
1652,1ce0e6be68df35addf4c80565cbd1c8a,2.0,0
1653,1cea970be83d9a287ae8bfd8fc2d9faf,3.0,0
1654,1ced901f58bf038ce8546adfd9dc03b2,6.0,0
1655,1cef7316155b8ca0e6083fe4263e8ec4,73.0,19
1656,1cf64128de81bea01afe4ad74e9ad454,1.0,0
1657,1cf8f218b19d909e36d4a67af33ba669,2.0,0
1658,1cfb1d8915977b2bf335d4e17c8bec76,44.0,12
1659,1d07070056ef40a1e2724141b4d50c0f,12.0,0
1660,1d113e9ee9a0fbc8316aefa19c05807f,9.0,412
1661,1d11a7550c53d29fa860c22727ca4a78,16.0,231
1662,1d133c230c131b2586f1cf1bfb9c4c26,75.0,0
1663,1d1bfee72022316311ee1876ee631d14,25.0,0
1664,1d1cb2dc31c9fc733ec0ef2e321d736b,1.0,0
1665,1d23549bbf369511cc3bfa4d151668ad,36.0,0
1666,1d334d9f8768d52a68589c43a8d9fe2b,15.0,0
1667,1d374aca19d03da9cba17c6ef50ec50d,2.0,0
1668,1d428d4d75a0452ee94ca28d925d7980,1.0,0
1669,1d442533f88a5645eddfb8e949b79600,17.0,0
1670,1d465fbb55cb90ca2aa4950d654be751,10.0,416
1671,1d48973c0e1b5c73f25d1c9a04b5c118,19.0,0
1672,1d534dd6bd0f0438f7e4a76b18a87011,,0
1673,1d5c39170a514952b67af0e84dc777bb,7.0,0
1674,1d6a28c3bd04cec5487df50008c2592c,7.0,0
1675,1d6e4d68fdcc0e098ef373b0fc509270,18.0,0
1676,1d6e91690224f8654d1767bdb11afac8,,0
1677,1d6f48db2f431e0b441c1e9822df8874,1.0,0
1678,1d6f74fd4eb1c6c9f403dfc3ec78279c,24.0,290
1679,1d70e210339f145118038c280f2ec5e9,,0
1680,1d752567df49a3cf6241b813e179cc36,20.0,0
1681,1d7a154f397a6a66f2ce6e06fa5f2952,9.0,0
1682,1d7fe0015e269fc1bffc78e80d8789c7,24.0,0
1683,1d80e9a32c89b3adda5ab2cf14ba3503,45.0,54
1684,1d8436d1c3f321e7021485bce5341344,15.0,4
1685,1d86bf419b51b9379c85eaa7148a798e,1.0,0
1686,1d8956200fc1f6c9a3ef56783dae2cd0,16.0,0
1687,1d8b58731e3fde042d1974b1b56e79df,26.0,0
1688,1d92c47e4ee7ab74568ab4783bf1e5a8,43.0,5
1689,1d9a11194806e0238255b70c036da6b8,56.0,139
1690,1da23ad0ed4073a8bfb020e3feff0045,20.0,175
1691,1da651c4e2b40f6d6b33e3e74f579c95,,0
1692,1da9832a4cdb4f4f37abcc4fd54c7cfb,31.0,6
1693,1dad92952c033cbd457610e294bee51c,,0
1694,1db46ce91950f031a6d971e49ddc9572,14.0,0
1695,1db4fba3c34af1cae3764b040edc06b2,32.0,95
1696,1dbeead284d6eaccbd7e7e7ff00849bd,3.0,0
1697,1dc072f0051528298167868ea5c9903a,,0
1698,1dc1c51a4737ca9588dd6c84f487da54,5.0,0
1699,1dc3107a10484b4d286fbd769c99c23f,15.0,243
1700,1dc329dffeec204ee8493eb6f2765c73,16.0,0
1701,1dcca5a6f7bb4718b093740968eeaf4a,2.0,0
1702,1dd06176242d844ab4b8165cd47f2ebf,,0
1703,1dd3059fef71f1fadf9a6a259644c9f6,,0
1704,1dd768dbf647c514360769ac50e21366,16.0,0
1705,1ddb35ee3fb89400e3f562c90cc978c0,,0
1706,1dde92a8c1b813468bcbd98d95604052,6.0,0
1707,1de3b7446c687ceeb2891ef700e81b3b,9.0,0
1708,1decbf75723ab34c6f1dadafbe553f5c,,0
1709,1e01d900c884b3e7d5f5b76f8dd16234,29.0,0
1710,1e0378fa9c5d598b39b4ea6fd7470067,1.0,0
1711,1e06b544e87786b4ca9dfcf65b38962e,28.0,111
1712,1e0d29ceab4f527ec41bbef8d587d2e7,9.0,0
1713,1e10785e7f404c6b4abd8485f54b819e,,0
1714,1e1230481e175796459ec7c4a9722667,8.0,32
1715,1e143931c5dbc3e76d5bb3c7e51311f0,,0
1716,1e18cd6758761cc103fb32697b8c5ad7,4.0,0
1717,1e2dda3c6b980b0de984b63f3bfe35ee,23.0,343
1718,1e3e2944d4640868e57bf52d488cd52d,39.0,0
1719,1e415bb89f55a5e3a9665600aacb95b2,8.0,84
1720,1e4d80aafc9249bb85fb5c3be1ec3db8,7.0,0
1721,1e5161e3d7ed8764685c905dbd1a2cf7,,0
1722,1e53612ad76c5357393c0d5884f2743e,21.0,0
1723,1e5d2d21133f8541915042f2b56cf520,5.0,0
1724,1e61de30d7a6ec9308308fe09e55053a,40.0,171
1725,1e626299e77e85a83cf466acb0182cbc,,0
1726,1e65c7b7e2fba6aa69ae3c5b4ed0d3fe,1.0,0
1727,1e6c73dbfe996e0b08393e071182bcaa,39.0,33
1728,1e72bc64d2df4fd18832fbd9ca125f84,21.0,0
1729,1e74ac9cf8b1441cfc3bf2d712290a91,10.0,0
1730,1e79d4b43255444cae0a8379d93b6bae,,0
1731,1e8409e112e049da1ed0890605fd8c40,,0
1732,1e87ecf1619c183cc35f86c8231b8c65,10.0,0
1733,1e9419b4dcdaaa823b052788a06c20cd,5.0,0
1734,1ea2bca08c02a18d025e79ebb6cc21d1,53.0,0
1735,1ea48b774d1ff6fc412e0a396a123b7c,38.0,0
1736,1ea82d486515b369e34f5026300a243c,15.0,0
1737,1ea8e87c8283e537a9fa246ce39e8f90,4.0,0
1738,1eac645ac4e4b822882f9833fd97bcd7,2.0,0
1739,1eb0235d9f80aa6c271a638572f9d466,38.0,0
1740,1eb0e13f83f336146227ccc9efb08c47,,0
1741,1eb2358852c77ab99a9d119b4ed69e31,15.0,0
1742,1eb2a9d8552e53e5c0247a5ee778b6a4,36.0,0
1743,1eb613f8c610a1ad9e12c497c16fd379,,0
1744,1eb6f2dfffb9c9d735378532c1d7f97d,5.0,0
1745,1ebcf1e4770e3777930d5dcc24533492,9.0,369
1746,1eccec8cc20c94e845dedb0e0254c16d,2.0,0
1747,1ecde7bac474582802a9fd8cef8cc45e,8.0,33
1748,1ed2b2f55ccd1002349451aacb545aa4,12.0,0
1749,1ed412b6bc60f59ff92a42ea6879110c,1.0,0
1750,1edb834e5a81f8630a049045216c29e8,,0
1751,1edd65695f8d312462dda4b3726fe4b7,,0
1752,1ee38f6e3118b37783bcb6a880b766fa,30.0,6
1753,1ee50da3dc3f77c023af49e3dcec10b7,,0
1754,1ee95bb759bfc0318d59bd462bd53d5b,,0
1755,1ee9761c104e35a0ba13feb5baa391d0,10.0,0
1756,1ee99d40b5cca0f8bc1d8c813490d3e0,18.0,7
1757,1eea758e0f0441081a81fd42f7d0af3f,,0
1758,1ef48e62ca9e2b08e3799867c4d5f1ff,10.0,0
1759,1ef51c713a4a1284ea797af6edb11dd6,3.0,0
1760,1f01fdd99f1ea24fe37321b8558a4309,21.0,0
1761,1f03434259bf10d1fff7d2b47050eb66,,0
1762,1f0ab0822c290f95ca08e47d9fe95b39,,0
1763,1f0d33c696cc00218766b439de01b65a,18.0,518
1764,1f11ddfa95f4fee51798d82a9af6b302,45.0,35
1765,1f166956a8ea4d8ef04bef2737dc6516,1.0,0
1766,1f16a5cb4a3856843bce2bf0461acb8b,2.0,0
1767,1f1a6c774a34d99c3ad9c56702f5e785,1.0,0
1768,1f1c0d555dd40dfb891ed59db8eb7d05,3.0,0
1769,1f1d1ea02bd83f49d7a0a58706a46b58,18.0,256
1770,1f214ca143f2b7206921b5c557bc71f1,10.0,0
1771,1f21f6a501b9e4aa9c6320cbc36dc5ad,49.0,12
1772,1f2240fbf2a48ff909fcfa2e556fb502,22.0,28
1773,1f2ab2ea74f9d89bb4129e00891e06ba,1.0,0
1774,1f2bff014c6cbcd13f9288f2465f1bca,1.0,0
1775,1f2d7b40e6ec70d1dad77e014844bbdd,14.0,0
1776,1f2d99d8a70bff0aec49cbc9d9b67af7,12.0,308
1777,1f379de2579a503ab7f81625703112bf,30.0,18
1778,1f3eb24d3aef7bc084046dcaa23e3fa2,35.0,0
1779,1f4b44486c3f444fa4e8b7f0086c5348,46.0,5
1780,1f4e99d712a2ad35a6e80f9d265d7bc1,47.0,32
1781,1f6713d25ada8625159eceb89c3d40f7,49.0,63
1782,1f6c591e4d9362fe0679a1b75a9d36c2,3.0,0
1783,1f6e06881ee2ace64f62104ea3c49e39,2.0,0
1784,1f7967c7feb0ff88992db543c686a941,25.0,0
1785,1f887fb005a01cdf25fa8ea9dadf2ddf,62.0,5
1786,1f8bc4fc8d064286e219d11f054f205d,5.0,0
1787,1f906ad8b3d437b518565a3d4db0a2e3,,0
1788,1f91e9d2d6ad239c86d1f75e07ff0312,9.0,418
1789,1f9582d4943b0cc1a2ce5a00b7830e56,11.0,0
1790,1f96b0f6cec668297481f43efbd2ea27,33.0,257
1791,1fa25f2e7288b7931cf1248f2fa757d0,,0
1792,1fa372133ef512d8d070f7ee8e564e02,31.0,209
1793,1fa385dafab8ee09b3f3ad6dbc13cb01,2.0,0
1794,1fa82b2cac2bb89449da4729b1224fa5,38.0,40
1795,1fa97c1e80347c394ef91e761aa05ae3,47.0,12
1796,1fb515aeae917878f7604bd42c789c09,,0
