,contrato_id,quantidade_campanhas_total,engajamento_boleano,segmento
2056,2bb796b69c2f10ac986d993e492b8df3,5.0,0,Alimentação
2057,2bbe4994ca807efa9b68301fa9305e82,2.0,0,Supermercado/Farmácia
2058,2bc4e938510cbcb6b1ffab57c51e6711,1.0,0,Bens duráveis
2059,2bd82d73a35faf880aba6e5903a3d3b0,20.0,1,Bens duráveis
2060,2bd8377675dad1b1278907aab71bd71e,15.0,1,Alimentação
2061,2bddb99a0564c30eb591cbcd8f214a75,20.0,0,Serviços
2062,2bdeee436b8c16442125f81723065385,15.0,0,Alimentação
2063,2be027181a37b1d8fbf895a7a00aebf2,25.0,0,Varejo
2064,2be989b07f75e0de4efb2536a13aa2e5,1.0,0,Alimentação
2065,2beb29f8c68791c92041cde0640f3061,43.0,1,Varejo
2066,2bed57fcd2bd942cca5c120769d62a7b,2.0,0,Serviços
2067,2bef396bf008a32bd028f5a530f3f812,15.0,0,Varejo
2068,2bf28d3787b7ac3976075c14a73449b9,5.0,0,Supermercado/Farmácia
2069,2bf2cd172170944d5bd61fdb313a2b50,11.0,0,Alimentação
2070,2bf37c07a955787ba40dfbd1a9e1e86f,40.0,1,Supermercado/Farmácia
2071,2bf3a6de1230188b5f02f8f57fb19d94,9.0,1,Serviços
2072,2bfd4ae0463525543ca4534edc03f8f0,22.0,0,Varejo
2073,2bff7bfdb0a148feb94f02027ad5f975,17.0,0,Supermercado/Farmácia
2074,2bffda8e0cb00becf8e93801fe75d2e8,6.0,0,Alimentação
2075,2c00736922812abaf03857f0972014f6,6.0,0,Alimentação
2076,2c0e881e902b55cc78ca77f70dcbe988,1.0,0,Alimentação
2077,2c0f3edf85b3920660c3784f8e763b9b,19.0,0,Bens duráveis
2078,2c118e88eb50ee72bf2eb46bbf5bffd5,2.0,0,Alimentação
2079,2c1b200f91c2173aad79dddbe62d3a9c,11.0,1,Viagens e entretenimento
2080,2c1cd8f08d56125b4b56c4d98255d11d,21.0,1,Alimentação
2081,2c21cdcfd3c86627ea705f59450e9a0f,2.0,0,Bens duráveis
2082,2c2c3500ebca30fd6627a93ef841aed0,3.0,0,Varejo
2083,2c2ed1d5874dcca2b6bd04e5997fafbf,12.0,1,Varejo
2084,2c316afa70089e5787fe9d0dc3c395ad,13.0,0,Varejo
2085,2c333a0fc6fca36821b56fb24fec68da,5.0,0,Serviços
2086,2c34729a3709142ad464f64eb5e6ea91,9.0,1,Alimentação
2087,2c35f3c2b30944f4640adc2bfd670c4b,18.0,1,Varejo
2088,2c448da4b90f2f4dc49618da994b2634,1.0,0,Alimentação
2089,2c46718b3e8601a7fff0612c4c57128e,31.0,1,Alimentação
2090,2c4b28fdd17d05121d30c5ec2a1051e3,17.0,1,Alimentação
2091,2c4b9e3bc39ec8cbeb348389c51386ab,22.0,0,Alimentação
2092,2c4f054dab3a23bdc44eb92e8654c10f,50.0,0,Serviços
2093,2c567165cf8dfc9f6c1e7195406fc360,64.0,1,Alimentação
2094,2c5935f7b99a3544a3664df235e54591,2.0,0,Posto
2095,2c5dfc9416259db233b1136a3b9bb552,25.0,0,Serviços
2096,2c67ca8481a06398dad7adb27f3aa98a,18.0,0,Outros
2097,2c72d98c9a16c7bd541e46a31608afec,26.0,0,Serviços
2098,2c7c981babba170a96b9d19f564ed9af,13.0,1,Serviços
2099,2c8e5dfe0259de667c1658ed9b23cfe0,13.0,0,Varejo
2100,2c9a50a1723db0672d11c36276d12dd4,28.0,1,Alimentação
2101,2c9cb8f42bcaf43c58a8ff416adb17c5,26.0,1,Alimentação
2102,2c9d4843024c1c02db3684f46eb3a069,4.0,0,Alimentação
2103,2c9e93b2b850e28672adc57c11ba3e29,15.0,1,Serviços
2104,2ca2a7bb18146a9ebf8b9baad7f7a8d1,24.0,1,Bens duráveis
2105,2ca5921b3b4b73b855bb3012b7acde51,28.0,1,Bens duráveis
2106,2cacdc584bfffbe5b6e5c82282348c49,9.0,1,Alimentação
2107,2cb2434fc44f24f3de7881838232b9f8,10.0,0,Bens duráveis
2108,2cb74853a5ea0815e8e57cda911fcf16,4.0,0,Alimentação
2109,2cb9eb453fd9bec71342333481f60ba8,51.0,0,Serviços
2110,2cba22b968fc1b526260224ad955be79,2.0,1,Supermercado/Farmácia
2111,2cbb617c742416ea3da0efa252237dab,20.0,1,Serviços
2112,2cc283c615beddd590171c2a88187cee,26.0,0,Bens duráveis
2113,2cc99b42af43baeb0afc1e9b3ed4c36c,4.0,0,Alimentação
2114,2ce26f8e9c4f0a64a9f1a0bb243403b1,20.0,1,Varejo
2115,2ce7a54884702fcf77f4797d915cc455,11.0,1,Alimentação
2116,2ce8d8bd2416344d69162234bf5afbcc,10.0,0,Alimentação
2117,2cea4ed4d9029ae7e9d3589a165c6b48,7.0,0,Supermercado/Farmácia
2118,2cea7201a9d01c64a6b1fb353b5eb585,13.0,1,Alimentação
2119,2cedac9e5b6770d3fac097171b04ed8c,36.0,1,Serviços
2120,2cee41b1e3a659a52b60acd1250465f2,10.0,0,Varejo
2121,2cef7baf29f9b1919e57f913fc7700c9,5.0,0,Viagens e entretenimento
2122,2cf29d04dca4f871b50e368fd0ef6e44,1.0,0,Serviços
2123,2d0f27c8881ba62d5ee7d3b383b5408b,5.0,0,Bens duráveis
2124,2d157b799d649489b8fe3d556ed226c5,52.0,1,Bens duráveis
2125,2d1c7d5cbc3f440eddb3b4197e11464c,12.0,0,Alimentação
2126,2d2b088a6501533f3118d4d9f4d4f2e8,8.0,0,Alimentação
2127,2d35d0d35d5f357cda805b852f736595,30.0,0,Bens duráveis
2128,2d37d0d3cd041914ad68fcfe94ac3ca3,38.0,1,Varejo
2129,2d440b3c48f15c19c7d961ac63603dc2,9.0,1,Alimentação
2130,2d44fd18117e882a872b8f306e738a83,18.0,1,Serviços
2131,2d4a327425070902f37b2193ecba9ec1,32.0,0,Serviços
2132,2d50cdd3934d0c8b8387da054f8f0edb,32.0,1,Varejo
2133,2d5bc550162406355a7fb9cccfafab36,10.0,0,Alimentação
2134,2d641668e12a668be55b324b959cb715,15.0,0,Bens duráveis
2135,2d642a17fdb469c54cc899ced4cd7084,35.0,1,Serviços
2136,2d6bf8ab2409a38492a4d5a48888f2b9,59.0,1,Bens duráveis
2137,2d7b7195a98081967385bfdb2a1c61c4,17.0,0,Alimentação
2138,2d8787babf4624d01d6ad0e5a5124a5a,31.0,1,Bens duráveis
2139,2d91edd65571a640d62182342e8595eb,21.0,1,Bens duráveis
2140,2d933b173485020cb16133c37d2eddfd,9.0,0,Bens duráveis
2141,2d97b0aba79f58774f0bdb8c19cb0081,1.0,0,Alimentação
2142,2d98c2afc400a9299a174e6bf000e226,40.0,0,Varejo
2143,2d9a1dae48010806deb402f20dd3ae92,28.0,1,Varejo
2144,2d9d098eb324d28d5b4e960d08c2092c,6.0,0,Varejo
2145,2da3c9cd659fb5ca7a7e47eebc31a354,3.0,0,Serviços
2146,2da8458a983a058d7534085161ebe191,20.0,0,Varejo
2147,2da8baa9bf575b8649620cc10b07759e,4.0,1,Alimentação
2148,2db1b0d9da3402184b581b021ab8afd4,36.0,1,Varejo
2149,2db2c47b15b1e43183f13a11c5d9d9f2,1.0,0,Varejo
2150,2db45bbfc673d2467d7df9f676eac061,39.0,1,Alimentação
2151,2dbd5c081c3f03fc784cf0fb4e327b3b,38.0,1,Bens duráveis
2152,2dc006ddb9a15929ef8dd5eeee4d7a54,58.0,0,Serviços
2153,2dcbd54958f189f59db82deda9568bc3,11.0,0,Bens duráveis
2154,2dcd19e840470c1d006eea4a504539b9,10.0,0,Varejo
2155,2dd587775cceb9f740b0866ccdbd5682,9.0,0,Alimentação
2156,2dd885c41c879fc642987f69a6dc1110,10.0,0,Serviços
2157,2dda144b766919b5531d91adc40f0054,12.0,0,Serviços
2158,2ddfa22a38b0cfaba1c14d937ce08981,1.0,0,Varejo
2159,2de2d690c17beb6ac3b0a73c9d32d5f2,46.0,1,Bens duráveis
2160,2de3260f18ebc6e76e6858edab06c38c,2.0,0,Varejo
2161,2de7e2fc586fc88dbd31dfe1962b5de5,32.0,1,Serviços
2162,2de8e5f51a2214643f0fa234b4106995,2.0,0,Alimentação
2163,2df8c611907a97be543e42e9e9d0ef46,10.0,0,Alimentação
2164,2dfdedb10298b0149dc670b921919fa7,27.0,1,Bens duráveis
2165,2e00f501121ff18ca5aa0d610b9a4320,2.0,0,Serviços
2166,2e04444d07d397779174dc87f18f57a8,15.0,1,Serviços recorrentes
2167,2e0577f1056d2052edbf6f7083af69ab,27.0,1,Alimentação
2168,2e14ccfbeed0c9cd833bb6a26494bc21,36.0,0,Serviços
2169,2e19d3cc61dc4fedb17bf006716aff88,3.0,0,Alimentação
2170,2e27a807d6a5651cc2f983690d83127e,19.0,0,Bens duráveis
2171,2e28654ffbbb69825847e3e3d3357a71,22.0,1,Alimentação
2172,2e286bf42d58101cbfa2519cf70d3532,1.0,0,Viagens e entretenimento
2173,2e2a5b6033b98660af50b7807f2bb855,7.0,0,Alimentação
2174,2e2a7fc8b805d5671a9840f83540f52b,27.0,1,Alimentação
2175,2e2ebc2c992d2d22ac6c21c9f3fd02f6,24.0,0,Varejo
2176,2e308b8c0e2b3a2ed055105b6e2acd07,53.0,0,Serviços recorrentes
2177,2e33a35e565edc2949bb4927072c9647,3.0,0,Alimentação
2178,2e357704a722ff0c1414513c66a15e24,16.0,1,Varejo
2179,2e39ec419eb45263c7377adfcaacb511,9.0,0,Alimentação
2180,2e3f2657d193fb7f4cf757c36e633ef9,9.0,0,Bens duráveis
2181,2e4036c4c13faa0bbd0aae3d247029bb,39.0,0,Supermercado/Farmácia
2182,2e447594db261e23646a873dc78bc524,2.0,0,Varejo
2183,2e4a5a0bbd55dfa7ce0faca1ce7eae2f,10.0,0,Alimentação
2184,2e4cdd275f6dc2a886a510b78ba5761c,20.0,1,Outros
2185,2e4e10c820c787dd8df0a80aee96c3a6,10.0,1,Alimentação
2186,2e59ede0c461ffc5f03aafaef04ef2a8,2.0,0,Alimentação
2187,2e5f0e4c9ee7d4d74a677dd8b4c4f2b3,1.0,0,Varejo
2188,2e5f44ff881704abb88f0d276aec5381,23.0,1,Bens duráveis
2189,2e65b3691a0afbd76d7012c6ef17dc74,1.0,0,Varejo
2190,2e693d9a427ca1ea1ac4d2f56d92ec47,2.0,0,Bens duráveis
2191,2e80ac987f1050eb10c6b33277a78d56,12.0,0,Varejo
2192,2e89d9b14f8364c0ff20911b380732ac,32.0,0,Supermercado/Farmácia
2193,2e8e500f06c2c12040e5fc81d646bfdf,59.0,0,Varejo
2194,2e922add044c7e08e8261f744c97227a,21.0,0,Serviços recorrentes
2195,2e95dfacd9c5da05b10217166b6b0d99,25.0,1,Bens duráveis
2196,2ea031e2107cc540510b0928cba1d7eb,19.0,0,Alimentação
2197,2ea5f9919393193ee818ae4a7c7433bc,4.0,0,Alimentação
2198,2eb2350064ca800a1ae6822c71b07750,4.0,0,Alimentação
2199,2eb7df82aa37ec64dd180d9deece70b9,4.0,0,Supermercado/Farmácia
2200,2ebd240c1edbcbfad6fcdf96d7a60b69,33.0,1,Posto
2201,2ebfe63f39b173bbf829992dca6c28b4,19.0,1,Varejo
2202,2ec952870282e1146d8dcdcf8ff96d02,5.0,0,Bens duráveis
2203,2ed390bbb4ab5270dc86ac8b28f97200,1.0,0,Alimentação
2204,2eda5b6c6a042c2561aaeec4dd67f49d,10.0,1,Alimentação
2205,2ee5cf05691a058311be758f53820957,4.0,0,Varejo
2206,2eef477a8cc102098a44cd203fbdb34d,15.0,1,Alimentação
2207,2ef657bff00875d8b367a34d46edf0da,9.0,0,Bens duráveis
2208,2ef8a9729e0fe916ac7f13c4fb515f64,9.0,1,Alimentação
2209,2efa52ac9fcef134216bbe83a46a470b,13.0,0,Varejo
2210,2f07baa65e52b18eb14d4f51de03c712,4.0,1,Supermercado/Farmácia
2211,2f0db48a1cd1c9788904b691011e20ac,47.0,1,Serviços
2212,2f1c2c7dd2306819b73eb9ad03c0d2f2,13.0,0,Varejo
2213,2f1eb3c6742404d06df99368c480e7fa,1.0,0,Serviços
2214,2f1fa0e5bbf3ae1d3193f7f0dfd1e921,4.0,0,Alimentação
2215,2f30a837037ec1b755022e7541c693fb,49.0,0,Alimentação
2216,2f3157be4be07de23291277d6d3d2eec,15.0,1,Bens duráveis
2217,2f31676eca24658d560dcf91f3817107,22.0,1,Varejo
2218,2f3e0f80f4671d66258f398c99084e3f,52.0,1,Serviços
2219,2f4e9491600da4d4d0dcb11395ef7af2,28.0,0,Serviços
2220,2f54c3d3cc3522d701def03ca7bce456,8.0,0,Alimentação
2221,2f56562128b71273f0a0f3647692fc48,9.0,1,Alimentação
2222,2f59b40aee05c99e1ee6b41d5310eaed,27.0,1,Varejo
2223,2f5bdf43784126adfebe5d2a608a3e8d,3.0,0,Varejo
2224,2f6e20066a65dc7069f0a64a54a7c26f,7.0,0,Bens duráveis
2225,2f6fe4cc65d4fd66b9b5ab1bf78da876,1.0,0,Bens duráveis
2226,2f877dd68aa5483fca009d2f15bc46f1,32.0,0,Posto
2227,2f87d9645ee57616b4989d4d1e7b70f3,2.0,0,Posto
2228,2f8ea6835f59e8675dc2d21f321d718c,1.0,0,Alimentação
2229,2f936ea8efc189266aa8fb9fa56f6d7f,19.0,0,Alimentação
2230,2f99c260250322a9c99706c2b7339fc5,5.0,0,Varejo
2231,2fa18da63c7785dc267dd6f9d7e29098,1.0,0,Alimentação
2232,2faa8a2f49c09041e470871adf8012a8,14.0,1,Varejo
2233,2faa96e602a974782c3b95d9bf01d7a1,2.0,0,Varejo
2234,2fabcee203e90dfb8ab72dbc2e11c459,1.0,0,Varejo
2235,2fad899a9a8d58bde5431203d68b74d7,19.0,1,Alimentação
2236,2fad8b42ce7e37696c9ab01dbcc087a0,17.0,1,Supermercado/Farmácia
2237,2faf9cee4916c98d7118b12dfbd22c69,8.0,0,Alimentação
2238,2fafc15218328807847e9a624ceafff5,2.0,0,Alimentação
2239,2fc85fb03f74267edbc6aba119911b41,46.0,1,Varejo
2240,2fcca169201bec921fdaf8b789538c96,1.0,0,Serviços
2241,2fcdd601f8ecf960401d86ea713cc926,2.0,0,Serviços
2242,2fd056fc3d7d716f99baa5a32f958a15,3.0,1,Alimentação
2243,2fd5b58ac2559714fb1629b9d706ba81,1.0,0,Serviços
2244,2fe646f54932dae39a6792c1170c6339,11.0,0,Serviços
2245,2ffef9de219595bf534ee16f05ee11dd,3.0,0,Alimentação
2246,301a23cd84b5430e051bff3f8084374e,53.0,1,Serviços
2247,301b58d0d6653e58516eb6d9cce4d5c3,4.0,0,Varejo
2248,302960442ad261360c2d2211265c4c34,25.0,1,Varejo
2249,302bc490ee48e4bad61be8eed141bdfe,22.0,1,Bens duráveis
2250,302f2a891b1deff0ca714966c821d851,41.0,1,Alimentação
2251,3030bd171eea20d3724cd2c3a67f377d,14.0,1,Supermercado/Farmácia
2252,3034727ba7c1663d81394c4f82c55b16,27.0,0,Supermercado/Farmácia
2253,3035351e886f5f5e6a76d3a635d571e1,16.0,1,Alimentação
2254,3039c54642c1686b4d60bd84499d3708,11.0,1,Supermercado/Farmácia
2255,303b22110adfd1d7d1060c9cec870002,50.0,1,Varejo
2256,3044b6247c5c97408a7a6e4720eafb27,1.0,0,Supermercado/Farmácia
2257,3048e52f2056f18a9a5ee0ca74b59b78,25.0,0,Bens duráveis
2258,304944e5c81ad6f5cef975785cf3dc73,2.0,0,Varejo
2259,304aca0a6eab0d6fad33c30396b94be9,5.0,0,Alimentação
2260,30569f190a44e8c192b90203613c0546,17.0,1,Alimentação
2261,30591efffb83da0dd4324f0f8efee450,29.0,0,Bens duráveis
2262,3060e20fb091b32c264e5eec606ef518,1.0,0,Supermercado/Farmácia
2263,3066ed13aa78f62494fba454868ed2d1,5.0,0,Serviços
2264,306c9ecf295366e1b265a93c93c8c5e0,15.0,0,Bens duráveis
2265,306ec1cfeabd0d908cdfc87fa870891a,9.0,0,Alimentação
2266,307214d2860447b3aaad5ac8758dd013,45.0,0,Serviços
2267,3074171a67de1968c65d105efde06d74,10.0,0,Varejo
2268,30751839d571badb9e16b0a9606bd1ed,20.0,0,Serviços
2269,307a7813bce8859e362e639b404f1e5b,19.0,1,Alimentação
2270,307c99b8b8d3bd2c01ebaf8c5ce98a08,12.0,0,Alimentação
2271,307cf46cda7c5a8221db52de6b3e188f,1.0,0,Alimentação
2272,307f29c063ca5eab35be1b961ec0ef2e,12.0,0,Varejo
2273,3084e3897a0dc0f3da337f1d108d3709,1.0,0,Alimentação
2274,30867c9e4fc3184a9f4273e509e63daa,33.0,1,Alimentação
2275,3094597c2cd1a335e8286c1a2d0d5b37,4.0,0,Serviços recorrentes
2276,3095a88229e6686e6fcc5de83aed663f,13.0,1,Supermercado/Farmácia
2277,30a139544101d715c491adb03bed4c76,35.0,1,Alimentação
2278,30a38acb4ffd24e034d6bd9298288b69,1.0,0,Supermercado/Farmácia
2279,30a6db84146173f3f8509c6f8175e5f2,8.0,1,Varejo
2280,30ab171b5869ffad897766aebb63daff,5.0,0,Varejo
2281,30ab5fb36ae156d20854e87be031e22b,19.0,0,Bens duráveis
2282,30abc70374d84533a5ef892241a0bfe3,2.0,0,Bens duráveis
2283,30ac9252721d984433a0503ab4954562,17.0,1,Alimentação
2284,30ae42a5668122cde9aa7412ffa4fca3,25.0,0,Alimentação
2285,30bda8e952503cec7d15ba2d707b923b,17.0,1,Varejo
2286,30c17e27ffadf592cb8c7346bff8d66c,16.0,0,Alimentação
2287,30c8b487e8a31f52b9b6ba2e6858ca0b,34.0,1,Varejo
2288,30cd189e34fd9938c6b64aff84c3c989,45.0,1,Alimentação
2289,30e33e7dfb7dfad81c44b4f18d25aa61,23.0,1,Outros
2290,30e8d0d4de6caa5cbcaf77578193718c,2.0,0,Alimentação
2291,30f7c00890366f76d9ab84e1e59277fe,21.0,1,Varejo
2292,310374c208dafca8c309d2f061c1e281,5.0,0,Alimentação
2293,311306196dc9efcb537f8ae6146c39f2,22.0,1,Varejo
2294,311671396be076a8872dc8c20298aca7,4.0,0,Serviços
2295,311d16ae257353d7acc9f2a3595034b2,15.0,1,Alimentação
2296,3121c798a249b28fb573663106c44b05,25.0,1,Outros
2297,3123b0a3fc2a26784c732167627497d4,53.0,0,Alimentação
2298,3128afd0fa2046af832b1ff2f79a6223,25.0,1,Varejo
2299,312ae1dacdc13fecae007b158878b173,7.0,0,Varejo
2300,31311daf254bdd51a60df17016dccee1,15.0,1,Alimentação
2301,313d55c3faea9eb41ddee200f3e4b99c,14.0,0,Bens duráveis
2302,3141f148e7c3aed7cc2bf96855417127,5.0,0,Alimentação
2303,3150b0956da3154c0092963017b04928,49.0,1,Alimentação
2304,31514ab0093d8bf7ffe3d1128fbdd669,4.0,0,Alimentação
2305,31586f1c5fdab9bd644ada16c957fc87,23.0,1,Varejo
2306,31597206076a314a7d4ffecf81ea942b,1.0,0,Supermercado/Farmácia
2307,315ad6a9740143090e248be51dcaa132,3.0,0,Supermercado/Farmácia
2308,315c57e8dc1e5c7e3a2c97e377bcb8d7,17.0,1,Supermercado/Farmácia
2309,315d2841fbdf59f0e46b3e0f6d593b65,14.0,0,Varejo
2310,315f6581a6f5b5f2e03dd408667754a0,12.0,0,Serviços
2311,315fa4afa38d9a61995aad96777e210f,34.0,1,Bens duráveis
2312,3165e38be039fb245b774c7d76dbd62a,47.0,1,Varejo
2313,316da2e2b35dd1a172e21bf77606996b,6.0,0,Serviços
2314,316f487eeeb97089c53f56b67baa92bb,1.0,0,Alimentação
2315,31723827f23a9ade832357c4f317062e,19.0,0,Serviços
2316,3177d644ff73a9614050346f765c9df2,2.0,0,Alimentação
2317,317d33645068aca0ab523b5abe716552,23.0,1,Serviços
2318,317f2be069fa4fe7fc3123ba32fd2715,26.0,1,Bens duráveis
2319,319302d4b1f2741a5a8534b9c78c3a04,19.0,1,Alimentação
2320,319537483e25550b20251231d5cfa906,12.0,1,Bens duráveis
2321,3195e0ee8dc9e88493db857540c6ce19,6.0,0,Viagens e entretenimento
2322,319882fce634aca43d630a8cae83c111,28.0,1,Serviços
2323,3198aaf19d7fce25890ba06ac6b01a7f,9.0,0,Alimentação
2324,319a19fa6d1de35814a667f5a9542521,7.0,0,Varejo
2325,31a162f05eba9e84735b6c17560448c3,46.0,1,Serviços
2326,31a66d84a7bf6e83729c7608b75040c9,21.0,1,Alimentação
2327,31a7a1837b3e535be538e9fb4d920aff,6.0,0,Alimentação
2328,31ac20be927224686cd3a09e0da187f9,2.0,0,Alimentação
2329,31aeeeb9d4026ad2ddb4101a432353c3,11.0,0,Serviços
2330,31afbeff1833e83e468114290b038020,1.0,0,Bens duráveis
2331,31b471d1b8168d7b4916551b5abd4f0a,5.0,0,Supermercado/Farmácia
2332,31c1da4e26e83cd9987126803c760bfc,2.0,0,Alimentação
2333,31ca3dffb1cb7fa6d85856cdd2e94d11,15.0,0,Alimentação
2334,31d014ea6aa72d43e74eb944bb8bd4e2,1.0,0,Posto
2335,31d635409921209a2704f65686986f20,1.0,0,Varejo
2336,31d8e21b618ac2e14d52b9faca258e49,48.0,0,Alimentação
2337,31eef6353d6e4cbf6fb10bafeba2d61f,25.0,1,Serviços recorrentes
2338,31ef6ad7e49042401d73dc51135bbb28,13.0,0,Varejo
2339,31f622dd1320ede9b8c79ca5bf44f99d,31.0,0,Alimentação
2340,3204d9a3901ab37a5f56178998d29429,2.0,0,Alimentação
2341,320506be1835702196411273a10c00c7,2.0,0,Supermercado/Farmácia
2342,320fcf83d50ff671a553b3fc0d0773e5,22.0,1,Supermercado/Farmácia
2343,3224b616cc4c6e75181f28df51a91b94,19.0,0,Serviços
2344,322b9916ef7010fdedf0b69ff55e5950,23.0,1,Alimentação
2345,32306d64a5068b205a1f8bd20219dbe8,28.0,0,Serviços
2346,3239df13ecff486cbc341f7515871ddb,25.0,1,Varejo
2347,324fc0f80a9f6181662de3b4b414585b,7.0,0,Serviços
2348,325049b4a334c2ec751be83de5c56984,15.0,0,Alimentação
2349,3255aac94f94e7249f521054fe73f98b,29.0,0,Serviços
2350,3258928d846bb73f3dcbf5a4636cd851,3.0,0,Alimentação
2351,3259492f946abb416db50c6b8bf5bd25,11.0,1,Supermercado/Farmácia
2352,32595965e4b459ed923d0ce120df284f,26.0,1,Alimentação
2353,325ca859cc5768401726bd98918f0cc4,13.0,1,Bens duráveis
2354,3264c5ad85b18a85af1e3458d1bbb422,36.0,1,Bens duráveis
2355,32650f4c942b3386bdb4b1d28e59472c,50.0,0,Alimentação
2356,326973d0fe6998250486f5333ebef140,4.0,0,Alimentação
2357,326afe1a76408707e93c8a1e2c72c34d,6.0,0,Alimentação
2358,326afee0fbba8248b63326077ed9de8a,8.0,1,Varejo
2359,326c6dbca9916fd55556784ee82fbfc4,5.0,0,Alimentação
2360,327f7e24c6532f09860605ce22077d71,35.0,1,Alimentação
2361,3286b3f0fa4be44b8b104d51c739a93e,2.0,0,Alimentação
2362,329017e707f4deb79bab03300d5aea03,2.0,0,Bens duráveis
2363,329041e6341711e1a833179285cd9451,30.0,0,Alimentação
2364,3297ff5ae5ae2d8d9a7a2bc7d7934999,30.0,1,Serviços
2365,329b875d610fc77e03e595f11b40b881,3.0,0,Varejo
2366,329bd5c5be2bb04993e03a17076b08b5,7.0,0,Alimentação
2367,329be98c96df22b4233803a736fcc373,6.0,0,Alimentação
2368,32a61c8c9c58266fad5213b5cf9a9b9c,9.0,1,Serviços
2369,32abd4baf0e73c98a57e173da25c75b7,11.0,0,Alimentação
2370,32b513caa755d3a30074404066600912,9.0,0,Serviços
2371,32b6e97d2e5ebeb5f5f8029da9da8652,25.0,1,Alimentação
2372,32b9b753b8463668e9fef48b7c446345,2.0,0,Alimentação
2373,32c5141cbd1ab9a6ce87628961a46923,36.0,1,Alimentação
2374,32c75566224c391bb03a389b2218dc8d,13.0,1,Alimentação
2375,32cb90642f7e4dbe47341aeca5fb399a,22.0,0,Varejo
2376,32d87759fdfc47a9800a7e3b8cf1e3a9,18.0,0,Bens duráveis
2377,32db87856b045fc5e67a1d500a1985b8,24.0,1,Varejo
2378,32ed20e50f698a62e4f290d20099ffbb,11.0,0,Bens duráveis
2379,32ef12081cd20c68429b1e70bbc5b4ee,19.0,1,Bens duráveis
2380,32f13a033806ca0d611ca37dc854e0b5,11.0,0,Varejo
2381,32f29c63bc2ae369e32dbe81af006067,5.0,0,Varejo
2382,32f2cf91ec31c64df1d5686f1e7c03e1,27.0,1,Alimentação
2383,32f7e4fe5d1df306f2034e466749eeed,4.0,0,Supermercado/Farmácia
2384,3302ddddc2d938c9b04944040f2a3b00,23.0,1,Serviços
2385,330dbd26d87f9375ae5eaaa4abd965fe,49.0,0,Serviços
2386,3310375fd67e15d451538e6182d46417,1.0,0,Serviços
2387,3310d8a5df25f6b37f4798dd50150823,2.0,0,Bens duráveis
2388,331142ba772b89805c068dd0f00673ba,57.0,1,Supermercado/Farmácia
2389,3323a9167f2e4c0f7a70f32da4d5157c,4.0,0,Alimentação
2390,33240b66cf64070f58ace3e2f13e0553,7.0,1,Bens duráveis
2391,332b52beaa17371ac72a6d55dfc3ef18,33.0,1,Bens duráveis
2392,3337129700bcd9b27bf2a33c26ccabf2,1.0,0,Alimentação
2393,333b2b975a84a74d70ececc46440c81c,12.0,0,Alimentação
2394,3348171cb9572c0c1f10170f25e517bf,24.0,0,Bens duráveis
2395,3349b7f3a0d74620c8492785a3759997,10.0,1,Bens duráveis
2396,334ccda405017b78dfc17ae123fb5114,18.0,0,Alimentação
2397,335aeedcf041dadc0db774bae452e5ef,12.0,0,Alimentação
2398,335f9b97115955224bc7608a06c21ab3,28.0,0,Bens duráveis
2399,3360f098458db1805a445fdc2ffc6adb,21.0,0,Bens duráveis
2400,33613e57a8ba415cb9564fb75af590ac,46.0,1,Bens duráveis
2401,336a4b4abf4ce90a5ce1dfe74feb31b6,1.0,0,Serviços
2402,336ba8b15999c1e23dffe0398293e0cc,6.0,0,Varejo
2403,336cc70432ccaac953aa34ff6e9ac8a7,36.0,1,Alimentação
2404,3370ee7803ae44136cc1e30506d40dba,1.0,0,Viagens e entretenimento
2405,33735aea3bb169e47ca674e0c4fe3fb2,37.0,1,Serviços
2406,3373beafc926a7912f29f843b095a0c8,28.0,0,Varejo
2407,33777047a8915994743d5847ffb40120,2.0,0,Serviços
2408,337d05f6a464a12e8d63a55c4e369c05,1.0,0,Alimentação
2409,337d1eca55e43d633a658990b1d0d9d8,9.0,0,Varejo
2410,337feb9e256a7a439757755dc8ded8eb,1.0,0,Alimentação
2411,338c260e3fb1a6cda533d4d696c4ff64,13.0,0,Varejo
2412,338ca0d4006ea84b4f9a3e09ca7fc00d,2.0,0,Alimentação
2413,338d36fcf9d9b977d1f1794728912d91,18.0,0,Varejo
2414,338e015e69357ba94a4110e69d12a4b2,39.0,0,Varejo
2415,338e38f33c703a15df14923d69dc7d52,5.0,0,Varejo
2416,3390f1c48b38bdcf7202e9c818231cb8,8.0,0,Posto
2417,3392fac87f8e211311cf3cc5c0359206,22.0,1,Bens duráveis
2418,33998419b88bb71127d634f2aefd62d9,10.0,1,Alimentação
2419,33a978ea2d28fa76dfef7e1e50f85f04,6.0,0,Serviços
2420,33afde23f03cb6e05fe63bce8eb238e1,4.0,0,Serviços
2421,33b6864970d6fa28dbaaf619205baba0,2.0,0,Bens duráveis
2422,33bca5fd03c9c4e2853e0a8f94023c6f,21.0,1,Alimentação
2423,33bd97f3c8858d438e4f1523814855e2,3.0,0,Alimentação
2424,33be463a5672b06237a8631acc8e9590,2.0,0,Alimentação
2425,33bedb959d57d17ea7ef41aecc10b906,18.0,1,Supermercado/Farmácia
2426,33d3848d570f90931370e4acd4443e6a,42.0,1,Bens duráveis
2427,33d4b3aec9c8033fc4628edf76fad1aa,27.0,1,Serviços recorrentes
