"nr_documento","tipo_empresa","cidade","estado","subsegmento","segmento"
"e8c5b453b4bfc3d413fb272e505c1265","PJ","Montes Claros","MG","Vestuário","Varejo"
"23ae91aeeb6b018a928e74019a623035","MEI","Aracaju","SE","Alimentação Rápida","Alimentação"
"34d7a19a62a3f16023462d7273e201bc","PJ","Betim","MG","Alimentação Rápida","Alimentação"
"6bb5ae96cd879a3f3ed144f375e513b6","MEI","Sorocaba","SP","Bares e Restaurantes","Viagens e entretenimento"
"752fd5932d0c4580eab6b00fd3acf3f6","MEI","Rio Claro","SP","Outros","Serviços"
"3ff0a431b9126111ffa904177fc46b39","MEI","Niterói","RJ","Alimentação Rápida","Alimentação"
"1a6e13e4542393d57e69dd07ce660a3f","PJ","Viamão","RS","Bares e Restaurantes","Alimentação"
"70f7e794889cbc60ab12c03596ad51b3","PJ","Parnamirim","RN","Bares e Restaurantes","Alimentação"
"ec838c3fb9af1681bbba3b5d477388c3","PJ","Jandira","SP","Material de Construção","Bens duráveis"
"6ad004515f5b4e106a3b0155e16e3c13","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"eef830736bab435e44421ab9d563ee4f","PF","Sumaré","SP","Lojas Diversas","Varejo"
"4f6c8e094866f699d94727585a8d49bc","PJ","Piracicaba","SP","Lojas Diversas","Bens duráveis"
"e67651d6d76a2d684bbd5dca989e1f47","MEI","Monte Sião","MG","Outros","Serviços"
"ec51e1ac8a600bd95cf3bbaeba42ea23","MEI","Curitiba","PR","Saúde","Serviços"
"15395fa803d42d4d324b3b16ac82a526","MEI","Nova Iguaçu","RJ","Alimentação Rápida","Alimentação"
"775e6499a1225f8512dfd024fdadbfb1","PJ","Porto Velho","RO","Lojas Diversas","Varejo"
"e5448d69cc695ebe09ec996aa186b0d9","MEI","São Carlos","SP","Alimentação Rápida","Alimentação"
"fe65d876053a2b23d30cbe78f1a9a01b","PF","Nova Iguaçu","RJ","Lojas Diversas","Varejo"
"5e958db0befc942e06ec19b907eaaf74","PJ","Barra Velha","SC","Vestuário","Varejo"
"e326384080d32041717809d48262f173","MEI","Feira de Santana","BA","Vestuário","Varejo"
"ffbf3a7b2c207ee64a43911a41b07028","PJ","Maceió","AL","Automotivo","Bens duráveis"
"3dd84b8dccf1014619f7a4b3080fce0d","PF","Fortaleza","CE","Lojas Diversas","Varejo"
"181cae3c263140ec6ef4d6b4b202cf52","PJ","Salvador","BA","Vestuário","Varejo"
"c77d413f3eef02739022b502318f2fdc","MEI","Fortaleza","CE","Outros","Serviços"
"4cd9e072190dff6cd7c5a9e90f11b318","PJ","Maranguape","CE","Alimentação Rápida","Alimentação"
"3b36fc1419e2e793acc6d4c5a84a305f","MEI","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"5d1f8e353c3fa4fa0d40878c89a6d14b","PJ","Crato","CE","Automotivo","Bens duráveis"
"17f08bfa452450d276be5c342248fefd","PJ","Fortaleza","CE","Saúde","Supermercado/Farmácia"
"cfbda688c7cfffc4482e39e21c9abeed","PF","Rio de Janeiro","RJ","Bares e Restaurantes","Alimentação"
"4fee95c270fd7bd022b642674445ba02","PJ","Parnamirim","RN","Saúde","Bens duráveis"
"41cf1343e4a5844ff71b928033d1c610","MEI","Montenegro","RS","Atacadistas Gerais","Bens duráveis"
"e2fcca641a151ff2d1542210e41916b8","PJ","Cariacica","ES","Lojas Diversas","Alimentação"
"9c840f9f9dfd61e4c938b0a222f1aed3","PJ","Uruguaiana","RS","Bares e Restaurantes","Alimentação"
"de82a7d40c5c298d5e058ca890502608","MEI","Cascavel","PR","Lojas Diversas","Bens duráveis"
"4f9b6d572185da3c96631cd9421a0753","PJ","Franca","SP","Lojas Diversas","Bens duráveis"
"0b819c4ab95fd997796e30edc9dc9e35","PJ","Duque De Caxias","RJ","Bares e Restaurantes","Alimentação"
"e0c9cbd678b4c9fbc47d1c4e8e524b3b","PF","Resende","RJ","Outros","Serviços"
"c1cea7a4fce52b806691a216c3650356","MEI","Igarassu","PE","Bares e Restaurantes","Viagens e entretenimento"
"9a1b45f2e8a0a261a936a19ca99c3d5c","PJ","Osasco","SP","Vestuário","Varejo"
"2cf0c72bf95cd4bc7c47c43cd1998210","PF","Camacari","BA","Lojas Diversas","Varejo"
"0b2e6368f577d38d2249da25cf3d6102","MEI","São João Del Rei","MG","Atacadistas Gerais","Varejo"
"d9531f488085dc2c307ff6ddd845e3ec","MEI","Ilhéus","BA","Outros","Serviços"
"db36a6c235d93ed036bbfda5f3abdd8f","MEI","Primavera","MT","Alimentação Rápida","Alimentação"
"e02fb670def74639defa18ad0c576a3f","PJ","Inhambupe","BA","Atacadista de Alimento","Alimentação"
"056d8fd81a954bc982fd1dd9518701bd","PJ","Serra","ES","Supermercados","Alimentação"
"15d89c9703e1311737fd46fed8741f93","PJ","São Paulo","SP","Bares e Restaurantes","Alimentação"
"39c52579cb096742ed22b49e51685c0c","PJ","Taboão da Serra","SP","Alimentação Rápida","Alimentação"
"7712ae2e5b8697f649659f3a9b50923b","PJ","Cascavel","PR","Supermercados","Supermercado/Farmácia"
"2d51f340d2b4ae4a9d8a6288d6b93d8b","MEI","Patrocinio","MG","Lojas Diversas","Alimentação"
"69aa837a9e6244b90d70056e7bc5002a","PJ","Sorocaba","SP","Alimentação Rápida","Alimentação"
"06518479713b36b0ed0b8dc6ba4a4301","PF","Rio de Janeiro","RJ","Vestuário","Varejo"
"c7a1d2b074ea5c4afa6647b7eed19998","PJ","Uberaba","MG","Automotivo","Bens duráveis"
"3f41c6720089ebcb0088ac48c4a02a36","MEI","Nova Iguaçu","RJ","Alimentação Rápida","Alimentação"
"b37686d0fb546dc513a6cc4d78c353ed","PJ","Palmas","TO","Postos de Gasolina","Posto"
"ce10511a47f3df702476b46a72713521","PJ","Recife","PE","Lojas Diversas","Bens duráveis"
"f74eecbfbc000aa7026a389a61f52944","MEI","Bragança Paulista","SP","Outros","Viagens e entretenimento"
"aa7b5749371a8f0d2d09ed9c3e1360ee","PJ","Recife","PE","Alimentação Rápida","Alimentação"
"bb57763b92200101462a904792898dcf","MEI","Rio de Janeiro","RJ","Bares e Restaurantes","Viagens e entretenimento"
"0aaffdeef55f39b0975feacc3f8cb5d8","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"824bdebb77ed25d921ea0888a6c2c5f3","PJ","Brasilia","DF","Saúde","Supermercado/Farmácia"
"ccf469eca1b8f5495956b83c3111bb58","PJ","Petrópolis","RJ","Atacadistas Gerais","Bens duráveis"
"b461511da6b20fceeae0d3545c0a0c6b","MEI","Paço do Lumiar","MA","Alimentação Rápida","Alimentação"
"8aa3ea2d76cf7c3c0627b04ab05a8934","PJ","Feira de Santana","BA","Bares e Restaurantes","Alimentação"
"729656a0a03b7d8abebd96444c728df6","PJ","Ilhéus","BA","Atacadista de Alimento","Alimentação"
"e33d0c778a4b987739c4795da1100790","PJ","Rio de Janeiro","RJ","Supermercados","Alimentação"
"4dc628e047fdf191c5a1777340a4ba2c","PJ","Florianópolis","SC","Bares e Restaurantes","Alimentação"
"ac9af794d98d50221dafccb29ec48d09","PJ","Passos","MG","Bares e Restaurantes","Alimentação"
"66c6bfd321ff06eae1421eacd018393b","PJ","Sapucaia do Sul","RS","Outros","Serviços"
"4eb2924760fa8f341d8db04f85df9a5d","MEI","Goiânia","GO","Vestuário","Varejo"
"8193823fc330330b31554698cc71a96f","PJ","Porto Seguro","BA","Vestuário","Varejo"
"ce7d85e0f3185d629f9cf585c7b979d4","PJ","Brasília","DF","Automotivo","Bens duráveis"
"6b4eb400a6c0e7b5c7f0a5f979bdb8ed","MEI","Belo Horizonte","MG","Lojas Diversas","Alimentação"
"e72889eec6ce8cfca01def861781b24d","MEI","São Paulo","SP","Bares e Restaurantes","Alimentação"
"7964238364b89b9672af18b4005958eb","MEI","Lavras","MG","Alimentação Rápida","Alimentação"
"e2b98a6f0a597dcc54e91c1f5c451194","MEI","Taboão da Serra","SP","Vestuário","Varejo"
"1467746c00710606bd1e8ec6453a7fee","PJ","Rio das Ostras","RJ","Educação","Serviços recorrentes"
"fb8c2fae24aeea2e5fabe68153f10dc5","MEI","São João de Meriti","RJ","Alimentação Rápida","Alimentação"
"df79fd77435f27ebbd9793b2e8c7fcc1","MEI","Teresópolis","RJ","Outros","Serviços"
"0f63a8315c79300ba9aa93b53b67f361","MEI","Cruz Alta","RS","Bares e Restaurantes","Viagens e entretenimento"
"66a2bc506b053a25e352074549dfec61","PF","Teresina","PI","Vestuário","Varejo"
"0f6faffe79e8d3d28d496587e99d61ef","PF","Petrolina","PE","Lojas Diversas","Varejo"
"c6ecb7f62b11e48934eb81b80092e2d1","PF","Brasília","DF","Lojas Diversas","Varejo"
"e6426577f1d87879603244279c2405e7","MEI","Barretos","SP","Lojas Diversas","Alimentação"
"5146544fb45acc201518066ab295cfe8","PF","Anápolis","GO","Lojas Diversas","Varejo"
"1b2d40c8595a1cc82a286a8b9c174db8","PJ","Manaus","AM","Saúde","Supermercado/Farmácia"
"dfef64193d36aac777bc07a16bd6fa25","PJ","Cravinhos","SP","Material de Construção","Bens duráveis"
"fddf52ad335263afc6440bbbf555bedf","MEI","Volta Redonda","RJ","Lojas Diversas","Alimentação"
"2c1acbed9bcdd10b5e0467fe800b0240","PJ","Fortaleza","CE","Bares e Restaurantes","Alimentação"
"8cceeb70b204b10d48223a8290bc2eeb","PJ","Rio de Janeiro","RJ","Automotivo","Bens duráveis"
"f12da3bea1f373c6b889193567f873a6","MEI","Pinhais","PR","Outros","Serviços"
"394eda237876afae73c33caa668487fd","MEI","Igaraçu do Tietê","SP","Bares e Restaurantes","Alimentação"
"0d5675dd317b59779c06a6f74eb642b4","PJ","Guarulhos","SP","Atacadistas Gerais","Varejo"
"2f43a7e32f8cbb64783a40e0e6459e71","PJ","Jaraguá do Sul","SC","Bares e Restaurantes","Alimentação"
"93b4c19eecb9c11a730beba82e13a564","MEI","Niterói","RJ","Bares e Restaurantes","Alimentação"
"19dbf02cb5012d0c1bfd87cf36c66083","MEI","Natal","RN","Automotivo","Serviços"
"83218a121f359a10fd49b1d1b566b0ea","MEI","Belém","PA","Saúde","Bens duráveis"
"7ccefa34313824008b0a83036db657cf","PJ","Ilha Solteira","SP","Vestuário","Varejo"
"78afbe94f4d671716efe0bda47c2fbeb","PJ","Niterói","RJ","Outros","Serviços"
"1ca6c0118c52f45814f6c6d124c75741","PJ","São Luís","MA","Alimentação Rápida","Alimentação"
"3bf8724543670344b5357e41edaefb74","PJ","Boa Vista","RR","Atacadistas Gerais","Varejo"
"a6040442d0350351dcc449cb863d20f8","PJ","Aracaju","SE","Alimentação Rápida","Alimentação"
"4bbaec8a1d2b97dd9dc3d01cbe7c034b","PJ","São Gonçalo","RJ","Lojas Diversas","Bens duráveis"
"22fd5dfdd86b46e27ddd895f4ae13e3a","MEI","Paulista","PE","Automotivo","Serviços"
"d62f1096cbe4c10f1799f80ae2540d3c","PJ","Mogi das Cruzes","SP","Lazer & Turismo","Viagens e entretenimento"
"7351134cd93324b8b8f7a60ae25ad1de","PF","Madre de Deus","BA","Lojas Diversas","Bens duráveis"
"1ca65b9b4e1a94f5629e7d19ed0dae07","PJ","Arapiraca","AL","Vestuário","Varejo"
"cf72391c41dd009e96575d17a53b7df2","PJ","Governador Valadares","MG","Lojas Diversas","Varejo"
"afa2cd323a038b43fa2011cca0daafb0","PJ","Teresina","PI","Educação","Serviços recorrentes"
"241217494ee075eaba3dce5a44700c62","PJ","Águas Lindas de Goiás","GO","Outros","Bens duráveis"
"9b22d0f31ebc2f3e8300009097511c10","PJ","Santos","SP","Vestuário","Varejo"
"acb7555556d49c4733a94d61ed95088c","PF","Ourinhos","SP","Alimentação Rápida","Alimentação"
"4ef39c409b3a308d390b01e96ac0b8a7","PF","Fortaleza","CE","Lojas Diversas","Varejo"
"722c66ce76b627d5ff3be7b868e551dc","MEI","Araruama","RJ","Bares e Restaurantes","Alimentação"
"457a48d3afd13fd234d1efe9e85d286d","PJ","Paulínia","SP","Lojas Diversas","Supermercado/Farmácia"
"715d5315fdaec845405f2f2a9bb83cb6","MEI","Igarassu","PE","Saúde","Bens duráveis"
"3f8fb93ead344401e5f96d1435eb7033","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"4832f8abb9c31cbad75d67e0b9601170","MEI","Goiânia","GO","Supermercados","Supermercado/Farmácia"
"318b0de2519b64c9d647734d73c739fd","PJ","Cuiabá","MT","Atacadistas Gerais","Bens duráveis"
"1444d42ea35492455e1bebf07b0b72c7","MEI","Boa Vista","RR","Supermercados","Supermercado/Farmácia"
"5cbb08b191864706099ad55b903e0500","PJ","Brasília","DF","Saúde","Supermercado/Farmácia"
"22ea047b561879724ed1780236196ec2","PJ","Dourados","MS","Automotivo","Bens duráveis"
"2cd0311db6fa3b6f2c445bee8e168636","PJ","Francisco Beltrão","PR","Alimentação Rápida","Alimentação"
"de9e254f9687703a0322c443d6a4944c","PJ","São Paulo","SP","Outros","Serviços"
"c3937cdd097bfd19dd8adad14b575ba5","PJ","Presidente Prudente","SP","Lojas Diversas","Supermercado/Farmácia"
"733180ff4b623185d172db7327d0c233","PJ","Ribeirão Preto","SP","Supermercados","Supermercado/Farmácia"
"ea5a2f71541097c2976ddd37021eb601","MEI","São Paulo","SP","Bares e Restaurantes","Alimentação"
"3d870cb49a5cf7f74b3131b1d250b27e","MEI","Niterói","RJ","Alimentação Rápida","Alimentação"
"ccdc42456b6e8d141a571f8983ae4d33","PJ","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"f3c626d5b9f392ba3e8e38e3aba4f648","MEI","Brasília","DF","Alimentação Rápida","Alimentação"
"8dcdc1e7df35ff99c69a7729c13dadab","MEI","São Gonçalo","RJ","Bares e Restaurantes","Alimentação"
"2da54f51e89e3fd3c64b98864a3fd1c3","PJ","Cachoeira Do Sul","RS","Material de Construção","Bens duráveis"
"b2b7af03a71d8a8e3ca247feae74285d","PJ","Osasco","SP","Vestuário","Varejo"
"c5c56e9ef078397de16d72616b27207e","PJ","Teixeira de Freitas","BA","Supermercados","Supermercado/Farmácia"
"5280f0714635df45fb732d04e0d8d14c","MEI","Nova Odessa","SP","Automotivo","Serviços"
"2dd6bf6859a2c679a6614076eba4f6a8","PJ","Itabaiana","SE","Saúde","Supermercado/Farmácia"
"7a48dc6966801c800d554da89d99079d","PJ","Imbituba","SC","Alimentação Rápida","Alimentação"
"5387c97d4d8bffed6ed3ed929ea09803","PJ","Ponta Grossa","PR","Outros","Serviços"
"d4a59caeb616e5617172aaef324cf3e6","PJ","Ilhéus","BA","Saúde","Supermercado/Farmácia"
"98da9cf44868b7d7cc4bfe154b943c2c","MEI","Jaraguá do Sul","SC","Alimentação Rápida","Alimentação"
"d3f14b5f071305fb1920dc795a67bb64","PJ","Alvorada","RS","Automotivo","Bens duráveis"
"5e304529fe69ad3ce44b030c13ac67cd","MEI","Cascavel","PR","Lojas Diversas","Bens duráveis"
"3532ac618a34553b0c8ac290fbb1b40d","PJ","Várzea Grande","MT","Saúde","Supermercado/Farmácia"
"11d8d4a686dedd1e5f343565ea096066","MEI","Araçatuba","SP","Vestuário","Varejo"
"e8ac84aa8f4c6e88da5f12f3674f37e8","MEI","Ponta Grossa","PR","Outros","Serviços"
"61ceeb42a3bfb3e30a1d004181f549af","PJ","Vitória de Santo Antão","PE","Saúde","Bens duráveis"
"04690fee4c103a8efd57ac42693ddbb9","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"71636718382f4f16cb4bee9b76b189e0","PJ","Rio Das Ostras","RJ","Material de Construção","Bens duráveis"
"780b72c683a40c2b893bf2b8e2f7a1bb","MEI","São Paulo","SP","Outros","Serviços"
"8d71bf231156a9036768c09364aa9751","PJ","Fortaleza","CE","Outros","Serviços"
"1dafbc11046bfe1700f3a5a458f1fc95","PJ","Morretes","PR","Supermercados","Supermercado/Farmácia"
"02fc4f9c61819218c70e5edc697320e8","PJ","Barreiras","BA","Supermercados","Supermercado/Farmácia"
"21a1f3e94fc5e7e0fc285371d2d2e95c","MEI","Aparecida de Goiânia","GO","Alimentação Rápida","Alimentação"
"7d39237eec5ac15db7e6a5d6921c9b1a","MEI","Valparaíso de Goiás","GO","Supermercados","Alimentação"
"31417239a9127626828fd6da115fdf48","PJ","Crato","CE","Saúde","Bens duráveis"
"4f5a5c1de29e53b7a68843187ebe83f1","PF","São Paulo","SP","Alimentação Rápida","Alimentação"
"c7ea8cdea5e8616384be01d4287517d1","PJ","Guaçu","MS","Supermercados","Supermercado/Farmácia"
"fb0263a6df7e68c8bd590bc04ff8287b","PJ","Curitiba","PR","Alimentação Rápida","Alimentação"
"6ae63b358a353d8a5375dd0787f3133d","PJ","Bauru","SP","Outros","Serviços"
"4fe42acf3422b8d2ddae981ec25f8ca3","PJ","Antonina","PR","Alimentação Rápida","Alimentação"
"d23514cf6cf12032dd98369647df0256","PJ","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"06eba396bf837ce205933dd0f8fcceea","PF","São Paulo","SP","Lojas Diversas","Alimentação"
"12c14245b0d268c89a3f78ca4870d20c","PJ","Nilópolis","RJ","Outros","Serviços"
"fb03f49d9cf9d83f52bdb15cb4bcacb1","PJ","Porto Alegre","RS","Supermercados","Supermercado/Farmácia"
"3b5f4efe6cdaa6f4e21e2e37324f3ca7","PJ","Balneário Camboriú","SC","Bares e Restaurantes","Alimentação"
"c695728677231e72213a5acf34be9143","MEI","Rio de Janeiro","RJ","Lojas Diversas","Bens duráveis"
"a52b467a9a00896ff5f9e500d7b2c0e0","PJ","Ibicoara","BA","Atacadistas Gerais","Serviços"
"511e91300f6e892f9bb8b1e1514549ee","PF","Campo Magro","PR","Lojas Diversas","Varejo"
"5ea290a0d6dc2b091825a97d6293f51a","MEI","Florianópolis","SC","Alimentação Rápida","Alimentação"
"ab8a5820433b88bd02f2226ddfecd980","PJ","Rio de Janeiro","RJ","Atacadistas Gerais","Varejo"
"57485fdde6f3fadd14f23e38f4068448","PJ","Barra de São Francisco","ES","Supermercados","Supermercado/Farmácia"
"10675012bf4cde7d76249f331deb44ad","PJ","Rio Largo","AL","Saúde","Supermercado/Farmácia"
"afa75dfa707b40d0ff6a69a551e6c188","PJ","São Sebastião","SP","Bares e Restaurantes","Alimentação"
"0485f7e6383552029e46b578650d9d9c","PJ","Eunápolis","BA","Alimentação Rápida","Alimentação"
"c7dff53daf762622902e2785da5af637","MEI","Rio de Janeiro","RJ","Lojas Diversas","Alimentação"
"1b30a4b2cb56c2b9ee7ab0e15f2f1249","MEI","Caxias do Sul","RS","Vestuário","Varejo"
"b8acdb4fc036c76b8735422f33ce982d","MEI","Itaperuçu","PR","Automotivo","Serviços"
"0aae6a7510aff53082594eada18ecb93","PJ","Vinhedo","SP","Bares e Restaurantes","Alimentação"
"d91ee439406cb4262a5974c2bfed05c0","PJ","Conceição de Macabu","RJ","Lojas Diversas","Bens duráveis"
"3a38d797b990369fb16e26f3df7bd270","PJ","Fortaleza","CE","Outros","Bens duráveis"
"dc2002457ad97be49dbe89a6008dee67","PJ","Tubarão","SC","Atacadistas Gerais","Serviços"
"e5a9a9bcc459c61b92cd65523b2775f6","MEI","Curitiba","PR","Lojas Diversas","Varejo"
"da31cfb99f6a9da24914d3314cbf1a0c","PF","Salvador","BA","Material de Construção","Bens duráveis"
"5f3d3abae07a94c1251125c8ffd94612","PJ","Foz do Iguaçu","PR","Educação","Serviços recorrentes"
"e09d971e7ce478baa65140fc92f85b71","PF","Cabedelo","PB","Lojas Diversas","Varejo"
"f0bca1a68e9ac03be1e89fac2f219a96","PJ","Embu-Guaçu","SP","Bares e Restaurantes","Alimentação"
"aecc7c04988587e4b1c46128745b7e9d","PJ","Maceió","AL","None","Outros"
"00f8abbfe5c35cb21c21bddbddc7dd29","MEI","Jandira","SP","Alimentação Rápida","Alimentação"
"a70487f0fd015a99036722c12778a2f5","MEI","Rio de Janeiro","RJ","Automotivo","Serviços"
"a81e3c69c42afae4b3e1d96567f3bb4f","PJ","Recife","PE","Lojas Diversas","Bens duráveis"
"f0b43d496e7259cdd99d655464193c0d","PF","Brasília","DF","Alimentação Rápida","Alimentação"
"36ebb223366f49070f7c76ecac43a8c2","PJ","Joinville","SC","Saúde","Serviços"
"ab2a905269efd057581e6d1a9ef7aa5e","PJ","Jaboatao Dos Guararapes","PE","Saúde","Supermercado/Farmácia"
"70cdd2ae10875514bf164d1b3e98a131","MEI","Natal","RN","Saúde","Bens duráveis"
"b280d7a8b69f7cc072f7e827d63a466f","PJ","Uberlândia","MG","Alimentação Rápida","Alimentação"
"c11af416fcc1b84fdc4676facd41fa3e","PJ","Petropolis","RJ","Lojas Diversas","Varejo"
"e3119bb1255109aee46ec4f2a3ac5207","MEI","Armação dos Búzios","RJ","Lazer & Turismo","Viagens e entretenimento"
"2739dc68470ba0829f69f2ad7a0447cb","PJ","São Paulo","SP","Supermercados","Supermercado/Farmácia"
"41c4687485aa4058f55ffd4e981d4412","MEI","Araranguá","SC","Vestuário","Serviços"
"30d4fda96bd38286a1c1f8ed3ce45995","MEI","São Paulo","SP","Automotivo","Serviços"
"d357cf0e8e9ee55676dfb61e0396c4bf","PJ","Colombo","PR","Educação","Serviços recorrentes"
"0544bc9eac670b7ab64018c2fba59537","MEI","Uberlândia","MG","Educação","Serviços recorrentes"
"1bb45165aa5581c5752d394625cbb4e7","MEI","Araçatuba","SP","Alimentação Rápida","Alimentação"
"49babf7a958ac58084abd9fb8c3b73ab","PJ","Cabo Frio","RJ","Lojas Diversas","Varejo"
"f992274b5785981ab4ec32ef1b07ec8c","MEI","Mário Campos","MG","Outros","Serviços"
"ad75afe82838b67dc6f854f6cf21160f","MEI","Porto Alegre","RS","Postos de Gasolina","Posto"
"1880f79017775a6637b0ebd2c0044342","PJ","Goiânia","GO","Lojas Diversas","Bens duráveis"
"bf15844e123d448803d2bca9e247d639","PJ","Goiânia","GO","Lojas Diversas","Bens duráveis"
"e769a25048b130bc73a29d251cec2a4e","PJ","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"8c0b49a27b6d2edd5a515be75a609411","MEI","Rio Bonito","RJ","Supermercados","Supermercado/Farmácia"
"3dcb8863d604664a8533226d7aa97b17","PJ","Alvorada","RS","Automotivo","Bens duráveis"
"07b0d2bbb4500b87294cf73e4716b923","PJ","Macapá","AP","Outros","Bens duráveis"
"563c591b84cf165f582e558aa111d983","PF","Osasco","SP","Lojas Diversas","Varejo"
"57042b7872c4e56783081bac2421de4f","PF","Jaboatão dos Guararapes","PE","Alimentação Rápida","Alimentação"
"f3514fae3c00ff2b5f8b3b0ded1c4939","MEI","Petrópolis","RJ","Vestuário","Varejo"
"3bdf24433a73aad1a445c539184091fa","MEI","Itapecerica da Serra","SP","Supermercados","Alimentação"
"74c047d7275844aaba7615288cb247df","MEI","Itapetininga","SP","Alimentação Rápida","Alimentação"
"15f10d42e92ec043f225e42bdf906723","PJ","Porto Velho","RO","Outros","Bens duráveis"
"2413ce6eef0ebcc457408dea8023b1af","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"2af094cd9106f0cd2d91e9d5d8424257","PJ","São Paulo","SP","Lazer & Turismo","Viagens e entretenimento"
"50061301bbd12f4e067c1baaa611d86b","MEI","Barra de Guabiraba","PE","Saúde","Bens duráveis"
"6866d8e8e33b2538671c9ba39963c3d9","MEI","Custódia","PE","Vestuário","Varejo"
"7e506276f86c715d326d61183f735fe8","PJ","Brasília","DF","Lojas Diversas","Bens duráveis"
"fcc5c6d779bcea0a1a2b097ae159fcb3","PF","Rio Branco","AC","Supermercados","Alimentação"
"234ef532cbe3dc78a4485d7a80d5302b","PJ","Bandeirantes","MG","Saúde","Supermercado/Farmácia"
"7f4416076794bd4f2a10508b66b15337","PJ","Matinhos","PR","Alimentação Rápida","Alimentação"
"aa96cf076e86b71ed8fa6031170dafca","PJ","Rio de Janeiro","RJ","Material de Construção","Bens duráveis"
"0198182a5628751e320803bc7bb2e271","PJ","Sao Luis","MA","Educação","Serviços recorrentes"
"aa805e018622c01ed6480e156cbe4a49","PJ","Bragança Paulista","SP","Saúde","Supermercado/Farmácia"
"447f04816af9332f033d509855589a7b","PF","Açu","RN","Lojas Diversas","Varejo"
"e4365ec898641461219a4c7526532744","PJ","Praia Grande","SP","Alimentação Rápida","Alimentação"
"80930432a6e4f59ae43c836f1e166903","PJ","Dias D'Ávila","BA","Lojas Diversas","Varejo"
"8f5a62be0f1dacb006029a218a4175fc","MEI","Quixeramobim","CE","Vestuário","Varejo"
"1e6e6536c361b4cf8cb7d20a4ffb3640","PJ","Maceió","AL","Alimentação Rápida","Alimentação"
"c83d22c9858b1c4f2bc9c02f64de7bd6","PJ","Fortaleza","CE","Alimentação Rápida","Alimentação"
"2fa2ce1b841e4bbd6844d605378b1d4e","MEI","Nova Iguaçu","RJ","Material de Construção","Bens duráveis"
"71073e37a9f1d0560432509d30438fac","MEI","Teixeira De Freitas","BA","Material de Construção","Bens duráveis"
"667181f5763548d67eb1bc8149dae923","PJ","Aracaju","SE","Bares e Restaurantes","Alimentação"
"1484f626548dc847736056d29fd72073","PJ","Balneário Camboriú","SC","Outros","Bens duráveis"
"c38e2d78bf208365d89058dde89880d3","PJ","Tangará da Serra","MT","Lojas Diversas","Alimentação"
"aa09aee0d05de848122763f27567f93c","MEI","Paulista","PE","Vestuário","Varejo"
"734f7796e4fb1b622dd845d428a2e843","MEI","Rondonópolis","MT","Outros","Bens duráveis"
"a30b5b12b6228b3a9b529ee38a580554","MEI","São José dos Pinhais","PR","Alimentação Rápida","Alimentação"
"dd2bd3a5e42fbf27f29c0b15b6cdd0af","PJ","Pinhais","PR","Supermercados","Supermercado/Farmácia"
"4885afe9292316cbb9e345c67c4db1c9","MEI","Vitória","ES","Outros","Serviços"
"27b9e354c2be5afa5c7e6ae050dbde35","PJ","Juiz de Fora","MG","Supermercados","Alimentação"
"c0c90ed7da653aa6c658a3ec0bde5f87","PJ","Santa Maria","RS","Supermercados","Alimentação"
"35fc637b1f068f52887931a513088588","MEI","Recife","PE","Lojas Diversas","Alimentação"
"10bb56efd9c795e3b5bcf6455fd19f40","PF","Ilhéus","BA","Lojas Diversas","Varejo"
"d287cf27897da0d7b87556274bb3d697","PJ","Itajaí","SC","Vestuário","Varejo"
"f65ec256f156f1cad6e2b8f947e4c71f","PJ","Guaratinguetá","SP","Automotivo","Bens duráveis"
"cbd2d742c719c0b4cac93f09c4561fc4","PJ","Serra","ES","Supermercados","Alimentação"
"1498084d8c93650e8282e0e574600cbc","PJ","Tanguá","RJ","Lojas Diversas","Alimentação"
"7e251240623b3548294ac87daabc5f53","PJ","Camaragibe","PE","Educação","Serviços recorrentes"
"957cd62f436fe5daf6d530971e197867","PJ","São Paulo","SP","Supermercados","Alimentação"
"8dbd752bb843013a8621701bf25504f7","PJ","Porto Seguro","BA","Supermercados","Alimentação"
"712084cb68f815c6acb44809898d5397","MEI","Valparaiso De Goias","GO","Vestuário","Varejo"
"97a218881bac71df908c79425d4a39b5","PJ","Parnamirim","RN","Saúde","Supermercado/Farmácia"
"404eb1acd81c9964591e123b2e694d4a","PJ","Brasilia","DF","Alimentação Rápida","Alimentação"
"fcf7756e96f97615008314c253915500","MEI","Mogi das Cruzes","SP","Alimentação Rápida","Alimentação"
"aa14d3b26e23f6611971133c4ea14633","PF","Vitória da Conquista","BA","Lojas Diversas","Varejo"
"3d1a99d481cd71a6f3b7113b565488f2","PJ","Bragança Paulista","SP","Lojas Diversas","Varejo"
"2e6e78a4353b76b274c8ca25f0b02b09","MEI","Beberibe","CE","Supermercados","Supermercado/Farmácia"
"9a2db5139a1cf152f6ad22025492a3d4","PJ","Cachoeira","BA","Bares e Restaurantes","Alimentação"
